코드,일정,구분,크루즈,종류,금액,시작일자,끝일자,비고,별도요금
R3037,1박2일,엑스트라,캐서린 크루즈,로얄 스위트,"7,950,000",2025-12-31,2025-12-31,베트남동,
R3038,1박2일,엑스트라,캐서린 크루즈,로얄 스위트,"8,200,000",2025-12-31,2025-12-31,신용카드,
R3039,1박2일,엑스트라,캐서린 크루즈,그랜드 스위트,"8,700,000",2025-12-31,2025-12-31,베트남동,
R3040,1박2일,엑스트라,캐서린 크루즈,그랜드 스위트,"9,000,000",2025-12-31,2025-12-31,신용카드,
R3041,1박2일,엑스트라,캐서린 크루즈,빌라 프레지던트,"15,200,000",2025-12-31,2025-12-31,베트남동,
R3042,1박2일,엑스트라,캐서린 크루즈,빌라 프레지던트,"15,700,000",2025-12-31,2025-12-31,신용카드,
R3043,1박2일,엑스트라,캐서린 크루즈,프리미어 스위트 트리플 (1층),불가,2025-12-31,2025-12-31,신용카드,
R3044,1박2일,엑스트라,캐서린 크루즈,프리미어 스위트 트리플 (1층),불가,2025-12-31,2025-12-31,베트남동,
R3045,2박3일,성인,캐서린 크루즈,프리미어 스위트 (1층),"13,600,000",2025-12-31,2025-12-31,신용카드,
R3046,2박3일,성인,캐서린 크루즈,프리미어 스위트 트리플 (1층),"13,600,000",2025-12-31,2025-12-31,신용카드,
R3047,2박3일,성인,캐서린 크루즈,프리미어 스위트 (2층),"14,200,000",2025-12-31,2025-12-31,신용카드,
R3048,2박3일,성인,캐서린 크루즈,프리미어 스위트 (3층),"14,600,000",2025-12-31,2025-12-31,신용카드,
R3049,2박3일,성인,캐서린 크루즈,로얄 스위트,"18,000,000",2025-12-31,2025-12-31,신용카드,
R3050,2박3일,성인,캐서린 크루즈,그랜드 스위트,"19,700,000",2025-12-31,2025-12-31,신용카드,
R3051,2박3일,성인,캐서린 크루즈,빌라 프레지던트,"34,600,000",2025-12-31,2025-12-31,신용카드,
R3052,2박3일,싱글차지,캐서린 크루즈,프리미어 스위트 (1층),"19,900,000",2025-12-31,2025-12-31,신용카드,
R3053,2박3일,싱글차지,캐서린 크루즈,프리미어 스위트 (2층),"20,800,000",2025-12-31,2025-12-31,신용카드,
R3054,2박3일,싱글차지,캐서린 크루즈,프리미어 스위트 (3층),"21,700,000",2025-12-31,2025-12-31,신용카드,
R3055,2박3일,싱글차지,캐서린 크루즈,로얄 스위트,"28,000,000",2025-12-31,2025-12-31,신용카드,
R3056,2박3일,싱글차지,캐서린 크루즈,그랜드 스위트,"31,200,000",2025-12-31,2025-12-31,신용카드,
R3057,2박3일,싱글차지,캐서린 크루즈,빌라 프레지던트,"61,300,000",2025-12-31,2025-12-31,신용카드,
R3058,2박3일,싱글차지,캐서린 크루즈,프리미어 스위트 트리플 (1층),불가,2025-12-31,2025-12-31,신용카드,
R3059,2박3일,아동,캐서린 크루즈,프리미어 스위트 (1층),"9,600,000",2025-12-31,2025-12-31,신용카드,
R3060,2박3일,아동,캐서린 크루즈,프리미어 스위트 트리플 (1층),"9,600,000",2025-12-31,2025-12-31,신용카드,
R3061,2박3일,아동,캐서린 크루즈,프리미어 스위트 (2층),"9,600,000",2025-12-31,2025-12-31,신용카드,
R3062,2박3일,아동,캐서린 크루즈,프리미어 스위트 (3층),"9,600,000",2025-12-31,2025-12-31,신용카드,
R3063,2박3일,아동,캐서린 크루즈,로얄 스위트,"9,600,000",2025-12-31,2025-12-31,신용카드,
R3064,2박3일,아동,캐서린 크루즈,그랜드 스위트,"9,600,000",2025-12-31,2025-12-31,신용카드,
R3065,2박3일,아동,캐서린 크루즈,빌라 프레지던트,"10,000,000",2025-12-31,2025-12-31,신용카드,
R3066,2박3일,엑스트라,캐서린 크루즈,프리미어 스위트 (1층),"12,400,000",2025-12-31,2025-12-31,신용카드,
R3067,2박3일,엑스트라,캐서린 크루즈,프리미어 스위트 (2층),"13,000,000",2025-12-31,2025-12-31,신용카드,
R3068,2박3일,엑스트라,캐서린 크루즈,프리미어 스위트 (3층),"13,500,000",2025-12-31,2025-12-31,신용카드,
R3069,2박3일,엑스트라,캐서린 크루즈,로얄 스위트,"16,400,000",2025-12-31,2025-12-31,신용카드,
R3070,2박3일,엑스트라,캐서린 크루즈,그랜드 스위트,"18,000,000",2025-12-31,2025-12-31,신용카드,
R3071,2박3일,엑스트라,캐서린 크루즈,빌라 프레지던트,"31,400,000",2025-12-31,2025-12-31,신용카드,
R3072,2박3일,엑스트라,캐서린 크루즈,프리미어 스위트 트리플 (1층),불가,2025-12-31,2025-12-31,신용카드,
R3073,1박2일,성인,파라다이스 엘레강스,디럭스 발코니,"4,600,000",2025-06-01,2025-12-31,신용카드,
R3074,1박2일,성인,파라다이스 엘레강스,이그제큐티브 발코니,"4,900,000",2025-06-01,2025-12-31,신용카드,
R3075,1박2일,성인,파라다이스 엘레강스,엘레강스 발코니,"5,850,000",2025-06-01,2025-12-31,신용카드,
R3076,1박2일,성인,파라다이스 엘레강스,캡틴뷰 테라스 스위트,"6,300,000",2025-06-01,2025-12-31,신용카드,
R3077,1박2일,싱글차지,파라다이스 엘레강스,디럭스 발코니,"7,600,000",2025-06-01,2025-12-31,신용카드,
R3078,1박2일,싱글차지,파라다이스 엘레강스,이그제큐티브 발코니,"8,100,000",2025-06-01,2025-12-31,신용카드,
R3079,1박2일,싱글차지,파라다이스 엘레강스,엘레강스 발코니,"9,800,000",2025-06-01,2025-12-31,신용카드,
R3080,1박2일,싱글차지,파라다이스 엘레강스,캡틴뷰 테라스 스위트,"10,450,000",2025-06-01,2025-12-31,신용카드,
R3081,1박2일,아동,파라다이스 엘레강스,디럭스 발코니,"3,450,000",2025-06-01,2025-12-31,신용카드,
R3082,1박2일,아동,파라다이스 엘레강스,이그제큐티브 발코니,"3,450,000",2025-06-01,2025-12-31,신용카드,
R3083,1박2일,아동,파라다이스 엘레강스,엘레강스 발코니,"3,450,000",2025-06-01,2025-12-31,신용카드,
R3084,1박2일,아동,파라다이스 엘레강스,캡틴뷰 테라스 스위트,"3,450,000",2025-06-01,2025-12-31,신용카드,
R3085,1박2일,엑스트라,파라다이스 엘레강스,디럭스 발코니,"4,100,000",2025-06-01,2025-12-31,신용카드,
R3086,1박2일,엑스트라,파라다이스 엘레강스,이그제큐티브 발코니,"4,100,000",2025-06-01,2025-12-31,신용카드,
R3087,1박2일,엑스트라,파라다이스 엘레강스,엘레강스 발코니,"4,100,000",2025-06-01,2025-12-31,신용카드,
R3088,1박2일,엑스트라,파라다이스 엘레강스,캡틴뷰 테라스 스위트,"4,100,000",2025-06-01,2025-12-31,신용카드,
R3089,1박2일,성인,헤르메스 크루즈,주니어 스위트 발코니,"3,350,000",2025-05-01,2025-08-31,베트남동,
R3090,1박2일,성인,헤르메스 크루즈,주니어 스위트 트리플,"3,350,000",2025-05-01,2025-08-31,베트남동,
R3091,1박2일,성인,헤르메스 크루즈,주니어 스위트 패밀리 커넥팅,"3,350,000",2025-05-01,2025-08-31,베트남동,
R3092,1박2일,성인,헤르메스 크루즈,주니어 스위트 발코니,"3,500,000",2025-05-01,2025-08-31,신용카드,
R3093,1박2일,성인,헤르메스 크루즈,주니어 스위트 트리플,"3,500,000",2025-05-01,2025-08-31,신용카드,
R3094,1박2일,성인,헤르메스 크루즈,주니어 스위트 패밀리 커넥팅,"3,500,000",2025-05-01,2025-08-31,신용카드,
R3095,1박2일,성인,헤르메스 크루즈,시니어 스위트 발코니,"3,750,000",2025-05-01,2025-08-31,베트남동,
R3096,1박2일,성인,헤르메스 크루즈,시니어 스위트 트리플,"3,750,000",2025-05-01,2025-08-31,베트남동,
R3097,1박2일,성인,헤르메스 크루즈,시니어 스위트 패밀리 커넥팅,"3,750,000",2025-05-01,2025-08-31,베트남동,
R3098,1박2일,성인,헤르메스 크루즈,시니어 스위트 발코니,"3,900,000",2025-05-01,2025-08-31,신용카드,
R3099,1박2일,성인,헤르메스 크루즈,시니어 스위트 트리플,"3,900,000",2025-05-01,2025-08-31,신용카드,
R3100,1박2일,성인,헤르메스 크루즈,시니어 스위트 패밀리 커넥팅,"3,900,000",2025-05-01,2025-08-31,신용카드,
R3101,1박2일,성인,헤르메스 크루즈,로얄 스위트 위드 테라스,"5,100,000",2025-05-01,2025-08-31,베트남동,
R3102,1박2일,성인,헤르메스 크루즈,로얄 스위트 위드 테라스,"5,300,000",2025-05-01,2025-08-31,신용카드,
R3103,1박2일,성인,헤르메스 크루즈,프레지던트 스위트,"5,750,000",2025-05-01,2025-08-31,베트남동,
R3104,1박2일,성인,헤르메스 크루즈,프레지던트 스위트,"6,000,000",2025-05-01,2025-08-31,신용카드,
R3105,1박2일,싱글차지,헤르메스 크루즈,주니어 스위트 발코니,"5,500,000",2025-05-01,2025-08-31,베트남동,
R3106,1박2일,싱글차지,헤르메스 크루즈,주니어 스위트 발코니,"5,800,000",2025-05-01,2025-08-31,신용카드,
R3107,1박2일,싱글차지,헤르메스 크루즈,시니어 스위트 발코니,"6,200,000",2025-05-01,2025-08-31,베트남동,
R3108,1박2일,싱글차지,헤르메스 크루즈,시니어 스위트 발코니,"6,500,000",2025-05-01,2025-08-31,신용카드,
R3109,1박2일,싱글차지,헤르메스 크루즈,로얄 스위트 위드 테라스,"8,500,000",2025-05-01,2025-08-31,베트남동,
R3110,1박2일,싱글차지,헤르메스 크루즈,로얄 스위트 위드 테라스,"8,900,000",2025-05-01,2025-08-31,신용카드,
R3111,1박2일,싱글차지,헤르메스 크루즈,프레지던트 스위트,"9,200,000",2025-05-01,2025-08-31,베트남동,
R3112,1박2일,싱글차지,헤르메스 크루즈,프레지던트 스위트,"9,500,000",2025-05-01,2025-08-31,신용카드,
R3113,1박2일,아동,헤르메스 크루즈,주니어 스위트 발코니,"2,550,000",2025-05-01,2025-08-31,베트남동,
R3114,1박2일,아동,헤르메스 크루즈,주니어 스위트 트리플,"2,550,000",2025-05-01,2025-08-31,베트남동,
R3115,1박2일,아동,헤르메스 크루즈,주니어 스위트 패밀리 커넥팅,"2,550,000",2025-05-01,2025-08-31,베트남동,
R3116,1박2일,아동,헤르메스 크루즈,주니어 스위트 발코니,"2,650,000",2025-05-01,2025-08-31,신용카드,
R3117,1박2일,아동,헤르메스 크루즈,주니어 스위트 트리플,"2,650,000",2025-05-01,2025-08-31,신용카드,
R3118,1박2일,아동,헤르메스 크루즈,주니어 스위트 패밀리 커넥팅,"2,650,000",2025-05-01,2025-08-31,신용카드,
R3119,1박2일,아동,헤르메스 크루즈,시니어 스위트 발코니,"2,800,000",2025-05-01,2025-08-31,베트남동,
R3120,1박2일,아동,헤르메스 크루즈,시니어 스위트 트리플,"2,800,000",2025-05-01,2025-08-31,베트남동,
R3121,1박2일,아동,헤르메스 크루즈,시니어 스위트 패밀리 커넥팅,"2,800,000",2025-05-01,2025-08-31,베트남동,
R3122,1박2일,아동,헤르메스 크루즈,시니어 스위트 발코니,"2,900,000",2025-05-01,2025-08-31,신용카드,
R3123,1박2일,아동,헤르메스 크루즈,시니어 스위트 트리플,"2,900,000",2025-05-01,2025-08-31,신용카드,
R3124,1박2일,아동,헤르메스 크루즈,시니어 스위트 패밀리 커넥팅,"2,900,000",2025-05-01,2025-08-31,신용카드,
R3125,1박2일,아동,헤르메스 크루즈,로얄 스위트 위드 테라스,"3,850,000",2025-05-01,2025-08-31,베트남동,
R3126,1박2일,아동,헤르메스 크루즈,로얄 스위트 위드 테라스,"4,000,000",2025-05-01,2025-08-31,신용카드,
R3127,1박2일,아동,헤르메스 크루즈,프레지던트 스위트,"4,200,000",2025-05-01,2025-08-31,베트남동,
R3128,1박2일,아동,헤르메스 크루즈,프레지던트 스위트,"4,350,000",2025-05-01,2025-08-31,신용카드,
R3129,1박2일,엑스트라,헤르메스 크루즈,주니어 스위트 발코니,"3,350,000",2025-05-01,2025-08-31,베트남동,
R3130,1박2일,엑스트라,헤르메스 크루즈,주니어 스위트 발코니,"3,500,000",2025-05-01,2025-08-31,신용카드,
R3131,1박2일,엑스트라,헤르메스 크루즈,시니어 스위트 발코니,"3,750,000",2025-05-01,2025-08-31,베트남동,
R3132,1박2일,엑스트라,헤르메스 크루즈,시니어 스위트 발코니,"3,900,000",2025-05-01,2025-08-31,신용카드,
R3133,1박2일,엑스트라,헤르메스 크루즈,로얄 스위트 위드 테라스,"5,100,000",2025-05-01,2025-08-31,베트남동,
R3134,1박2일,엑스트라,헤르메스 크루즈,로얄 스위트 위드 테라스,"5,300,000",2025-05-01,2025-08-31,신용카드,
R3135,1박2일,엑스트라,헤르메스 크루즈,프레지던트 스위트,"5,750,000",2025-05-01,2025-08-31,베트남동,
R3136,1박2일,엑스트라,헤르메스 크루즈,프레지던트 스위트,"6,000,000",2025-05-01,2025-08-31,신용카드,
R3137,1박2일,성인,헤르메스 크루즈,주니어 스위트 발코니,"4,200,000",2025-09-01,2025-09-03,베트남동,
R3138,1박2일,성인,헤르메스 크루즈,주니어 스위트 트리플,"4,200,000",2025-09-01,2025-09-03,베트남동,
R3139,1박2일,성인,헤르메스 크루즈,주니어 스위트 패밀리 커넥팅,"4,200,000",2025-09-01,2025-09-03,베트남동,
R3140,1박2일,성인,헤르메스 크루즈,주니어 스위트 발코니,"4,350,000",2025-09-01,2025-09-03,신용카드,
R3141,1박2일,성인,헤르메스 크루즈,주니어 스위트 트리플,"4,350,000",2025-09-01,2025-09-03,신용카드,
R3142,1박2일,성인,헤르메스 크루즈,주니어 스위트 패밀리 커넥팅,"4,350,000",2025-09-01,2025-09-03,신용카드,
R3143,1박2일,성인,헤르메스 크루즈,시니어 스위트 발코니,"4,600,000",2025-09-01,2025-09-03,베트남동,
R3144,1박2일,성인,헤르메스 크루즈,시니어 스위트 트리플,"4,600,000",2025-09-01,2025-09-03,베트남동,
R3145,1박2일,성인,헤르메스 크루즈,시니어 스위트 패밀리 커넥팅,"4,600,000",2025-09-01,2025-09-03,베트남동,
R3146,1박2일,성인,헤르메스 크루즈,시니어 스위트 발코니,"4,750,000",2025-09-01,2025-09-03,신용카드,
R3147,1박2일,성인,헤르메스 크루즈,시니어 스위트 트리플,"4,750,000",2025-09-01,2025-09-03,신용카드,
R3148,1박2일,성인,헤르메스 크루즈,시니어 스위트 패밀리 커넥팅,"4,750,000",2025-09-01,2025-09-03,신용카드,
R3149,1박2일,성인,헤르메스 크루즈,로얄 스위트 위드 테라스,"5,950,000",2025-09-01,2025-09-03,베트남동,
R3150,1박2일,성인,헤르메스 크루즈,로얄 스위트 위드 테라스,"6,150,000",2025-09-01,2025-09-03,신용카드,
R3151,1박2일,성인,헤르메스 크루즈,프레지던트 스위트,"6,600,000",2025-09-01,2025-09-03,베트남동,
R3152,1박2일,성인,헤르메스 크루즈,프레지던트 스위트,"6,850,000",2025-09-01,2025-09-03,신용카드,
R3153,1박2일,싱글차지,헤르메스 크루즈,주니어 스위트 발코니,"6,000,000",2025-09-01,2025-09-03,베트남동,
R3154,1박2일,싱글차지,헤르메스 크루즈,주니어 스위트 발코니,"6,300,000",2025-09-01,2025-09-03,신용카드,
R3155,1박2일,싱글차지,헤르메스 크루즈,시니어 스위트 발코니,"6,700,000",2025-09-01,2025-09-03,베트남동,
R3156,1박2일,싱글차지,헤르메스 크루즈,시니어 스위트 발코니,"7,000,000",2025-09-01,2025-09-03,신용카드,
R3157,1박2일,싱글차지,헤르메스 크루즈,로얄 스위트 위드 테라스,"9,000,000",2025-09-01,2025-09-03,베트남동,
R3158,1박2일,싱글차지,헤르메스 크루즈,로얄 스위트 위드 테라스,"9,400,000",2025-09-01,2025-09-03,신용카드,
R3159,1박2일,싱글차지,헤르메스 크루즈,프레지던트 스위트,"9,700,000",2025-09-01,2025-09-03,베트남동,
R3160,1박2일,싱글차지,헤르메스 크루즈,프레지던트 스위트,"10,000,000",2025-09-01,2025-09-03,신용카드,
R3161,1박2일,아동,헤르메스 크루즈,주니어 스위트 발코니,"3,050,000",2025-09-01,2025-09-03,베트남동,
R3162,1박2일,아동,헤르메스 크루즈,주니어 스위트 트리플,"3,050,000",2025-09-01,2025-09-03,베트남동,
R3163,1박2일,아동,헤르메스 크루즈,주니어 스위트 패밀리 커넥팅,"3,050,000",2025-09-01,2025-09-03,베트남동,
R3164,1박2일,아동,헤르메스 크루즈,주니어 스위트 발코니,"3,150,000",2025-09-01,2025-09-03,신용카드,
R3165,1박2일,아동,헤르메스 크루즈,주니어 스위트 트리플,"3,150,000",2025-09-01,2025-09-03,신용카드,
R3166,1박2일,아동,헤르메스 크루즈,주니어 스위트 패밀리 커넥팅,"3,150,000",2025-09-01,2025-09-03,신용카드,
R3167,1박2일,아동,헤르메스 크루즈,시니어 스위트 발코니,"3,300,000",2025-09-01,2025-09-03,베트남동,
R3168,1박2일,아동,헤르메스 크루즈,시니어 스위트 트리플,"3,300,000",2025-09-01,2025-09-03,베트남동,
R3169,1박2일,아동,헤르메스 크루즈,시니어 스위트 패밀리 커넥팅,"3,300,000",2025-09-01,2025-09-03,베트남동,
R3170,1박2일,아동,헤르메스 크루즈,시니어 스위트 발코니,"3,400,000",2025-09-01,2025-09-03,신용카드,
R3171,1박2일,아동,헤르메스 크루즈,시니어 스위트 트리플,"3,400,000",2025-09-01,2025-09-03,신용카드,
R3172,1박2일,아동,헤르메스 크루즈,시니어 스위트 패밀리 커넥팅,"3,400,000",2025-09-01,2025-09-03,신용카드,
R3173,1박2일,아동,헤르메스 크루즈,로얄 스위트 위드 테라스,"4,350,000",2025-09-01,2025-09-03,베트남동,
R3174,1박2일,아동,헤르메스 크루즈,로얄 스위트 위드 테라스,"4,500,000",2025-09-01,2025-09-03,신용카드,
R3175,1박2일,아동,헤르메스 크루즈,프레지던트 스위트,"4,700,000",2025-09-01,2025-09-03,베트남동,
R3176,1박2일,아동,헤르메스 크루즈,프레지던트 스위트,"4,850,000",2025-09-01,2025-09-03,신용카드,
R3177,1박2일,엑스트라,헤르메스 크루즈,주니어 스위트 발코니,"3,850,000",2025-09-01,2025-09-03,베트남동,
R3178,1박2일,엑스트라,헤르메스 크루즈,주니어 스위트 발코니,"4,000,000",2025-09-01,2025-09-03,신용카드,
R3179,1박2일,엑스트라,헤르메스 크루즈,시니어 스위트 발코니,"4,250,000",2025-09-01,2025-09-03,베트남동,
R3180,1박2일,엑스트라,헤르메스 크루즈,시니어 스위트 발코니,"4,400,000",2025-09-01,2025-09-03,신용카드,
R3181,1박2일,엑스트라,헤르메스 크루즈,로얄 스위트 위드 테라스,"5,600,000",2025-09-01,2025-09-03,베트남동,
